Id,conversation_text
1526,"ஹாய், இந்த app-u update பண்ணினதுக்கு அப்பறம் சரியா வேலை செய்யலையே! ரொம்ப frustrated-aa இருக்கு. Yesterday வரைக்கும் smooth-ஆ இருந்தது, ஆனா இன்னைக்கு crash ஆகிட்டே இருக்கு. Settings எல்லாம் check பண்ணிட்டேன், restart-ம் பண்ணினேன் -u. ஏதாவது solution இருக்கா-nu யோசிச்சுட்டு இருக்கேன். My data எல்லாம் போகும்னு பயமா இருக்கு! Tech support-ku கால் பண்ணலாமா-nu யோசிக்கிறேன்."
1527,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப கஷ்டமா இருக்கு. சார்ஜ் பண்ணி கொஞ்ச நேரத்துக்குள்ளே down ஆயிடுது nu தோணுது. சரி, நான் customer care-u call பண்ணிப் பாக்குறேன். அவங்க ஏதாவது solution சொல்லுவாங்களா-nu பார்க்கலாம். இல்லனா வேற phone மாத்த வேண்டியது தான் பாக்குறது. கொஞ்சம் confusion-aa இருக்கு, என்ன பண்றது-nu யோசிச்சுட்டே இருக்கேன்."
1528,"அடேங்கப்பா! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப down-aa இருக்கு. சார்ஜ் போட்ட உடனேயே குறையுது! என்ன problem-nu யோசிச்சுப் பாக்குறேன். சரி, tomorrow customer care-u call பண்ணிப் பார்க்கிறேன். இல்லன்னா refund வாங்கணும். ரொம்ப tension-aa இருக்கு இந்த விஷயத்துல, but பொறுமையா handle பண்ணனும்."
1529,"அடேங்கப்பா, இந்த app update-nu வந்ததில இருந்து ஒரே confusion-nu இருக்கு. முன்னாடி எல்லாம் smooth-aa வேலை செஞ்சது, இப்போ loading time ரொம்ப ఎక్కువமா இருக்கு. என்ன பண்றதுன்னே தெரியல-u! சரி, வேற வழியில்ல, customer care-ku கால் பண்ணிப் பார்க்கலாம். அவங்க ஏதாவது solution கொடுப்பாங்களான்னு பார்ப்போம், சரியா? இல்லன்னா app-ஐ delete பண்ணிவிட்டு பழைய version-u use பண்ணலாம்-aa?"
1530,"டேய், இந்த new phone-u வாங்குனதுக்கு அப்பறம் ரொம்ப confusion-nu இருக்கு. Camera quality superb-aa இருந்தாலும், battery life கொஞ்சம் down-u. சார்ஜ் பண்ணிட்டே இருக்கணும்.  seriously, app store-la reviews படிச்சப்போ இப்படி இருக்குமான்னு நெனக்கல. சரி, weekend-u beach-ku போகலாம்னு இருக்கேன். கொஞ்சம் fresh air கிடைச்சா சரியாகிடும்னு நம்புறேன். நீ வர்றியா? Cool-aa இருந்தா சொல்லு."
1531,"அட, இந்த new phone-u வாங்குனதுக்கு after, battery ரொம்ப fast-aa discharge ஆகுது. சார்ஜ் போட்டா two hours-la தான் fully charge ஆகுது, ஆனா use பண்ணா four hours-la empty ஆயிடுது! என்ன problem-nu யோசிச்சுட்டே இருக்கேன். சரி, வேற வழியில்ல, power bank order பண்ணிடலாம்-u. அப்புறம், weekend-la ஊட்டி trip plan பண்றோம்-aa? ரொம்ப cool-aa இருக்கும்-u, correct-nu சொல்லு!"
1532,"டேய், இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப கஷ்டமா இருக்கு. சார்ஜ் பண்ணா quick-ஆ போயிடுது! என்ன பண்றதுன்னு தெரியல. Actually, settings-la ஏதாவது change பண்ணனுமா-nu யோசிச்சுட்டு இருக்கேன். ஒருவேளை app overload-ஆ இருக்குமோ? சரி, விடுங்க… lunch break-la YouTube-ல ஏதாவது tutorial பார்க்கிறேன். அப்புறம் call பண்ணி கேக்குறேன், okay-aa?"
1533,"என்னடா இது! புது phone-u வாங்குனதுல குழப்பம்-nu தான் இருக்கு. Camera quality சரியில்லன்னு சொல்லுறாங்க, ஆனா photo-s எல்லாம் நல்லா தான் இருக்கு எனக்கு. சரி, customer care-u call பண்ணிப் பார்க்கலாம். அவங்க ஏதாவது solution சொல்லுவாங்களான்னு பார்ப்போம். இல்லன்னா refund ask பண்ணலாம்-u. இந்த online shopping-la எப்போதெல்லாம் ஏதோ பிரச்சனை வந்துட்டே இருக்கு!"
1534,"சும்மா சொல்லக் கூடாது, இந்த new phone-u வாங்கியதுல கொஞ்சம் confusion-nu இருக்கு. Camera quality super-aa இருக்கு, ஆனா battery life ரொம்ப worst-u! சார்ஜ் போடுறதுக்குள்ள நேரம் இல்லாம போயிடுது.  சரி, விடலாம்… நாளைக்கு Chennai-ku train book பண்ணனும். Booking website open ஆகலையே! என்ன பிரச்சினைன்னோ… ஏதாவது idea இருக்கா-aa? சீக்கிரம் mudivu பண்ணனும், weekend-la chill பண்ணலாம்-u."
1535,"அடப்பாவி! இந்த phone-u சார்ஜ் ஆகவே மாட்டேங்குது! Battery ரொம்ப weak-aa இருக்குற மாதிரி தெரியுது. சார்ஜர் cable-la problem-nu நினைக்கிறேன். சரி, ஒரு new one வாங்க வேண்டியது தான். Amazon-la பார்க்கலாமா? இல்ல direct-a shop-ku poga-nu feel panren. கொஞ்சம் frustrating-aa இருக்கு, ஆனா weekend-la trip-ku ready aagurathu excited-u!"
1536,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப worst-aa இருக்கு தெரியுமா? சார்ஜ் பண்ணா, ஒரு two hours-la தீர்ந்துடுது. Yesterday நான் friend-கிட்ட கேட்டேன் problem என்னன்னு. அவங்க said software update பண்ணனும்னு, ஆனா எனக்கு கொஞ்சம் confusion-nu இருக்கு ஏன்னா data backup எடுக்கணும். என்ன பண்றதுன்னு யோசிச்சுட்டே இருக்கேன். Seriously, ரொம்ப tension-aa இருக்கு."
1537,"இன்னைக்கு morning alarm clock சரியா வேலை செய்யல-nu, கொஞ்சம் late-aa bus stand-ku போனேன்.  Bus ரொம்ப crowded-a இருந்துச்சு, standing-la போறதுக்கு கொஞ்சம் discomfort-aa இருந்தது. அப்புறம் office-la meeting ஆரம்பிச்சுட்டே இருக்கு, presentation ready-a இருக்கான்னு boss கேக்குறாரு. கொஞ்சம் tension-aa இருக்கு, but I think manage பண்ணிடுவேன்-u! Lunch break-la சாப்பாடு order பண்ணலாம். ஏதாவது recommendations இருக்கா?"
1538,"ஹலோ! இந்த new phone-u வாங்கினதுக்கு அப்புறம், battery life ரொம்ப confusion-nu இருக்கு. சார்ஜ் பண்றதுக்குள்ளே போயிடும்! சரி, problem என்னன்னு Google-la search பண்ணிப் பார்க்கலாம். Anyway, நாளைக்கு Chennai trip-ku tickets book செஞ்சிட்டேன்-u. ரொம்ப excited-aa இருக்கு! அந்த beach-la sunset பார்க்கணும், best moment-u அது. வீட்ல எல்லாரும் ready-aa இருக்காங்க-nu நம்புறேன். Okay, bye!"
1539,"அடேங்கப்பா! இந்த new phone-u வாங்குனதுக்கு அப்பறம், battery life ரொம்ப disappointing-aa இருக்கு. சார்ஜ் போட்ட உடனேயே down ஆயிடுது! என்ன பண்ணலாம்னு யோசிச்சுப் பாக்குறேன். சரி, நாளைக்கு gym-ku போகணும். கொஞ்சம் fitness important-u. அப்புறம் mom-கு ஒரு call பண்ணனும். அவங்க health எப்படி இருக்குன்னு check பண்ணனும். Really confused about everything-nu தோணுது."
1540,"என்னடா இது! புது phone-u வாங்குனதுக்கு அப்புறம் battery life ரொம்ப worst-aa இருக்கு. சார்ஜ் பண்ணா கூட two hour-la வெறும் 50% தான் இருக்கு! Seriously, என்ன problem-nu யோசிச்சுட்டே இருக்கேன். கடைக்கு போகணும்-u, warranty இருக்குற மாதிரி இருந்தா free-aa மாத்தலாம். இல்லன்னா வேற brand phone வாங்கலாமா-nu ஒரு confusion-u."
1541,"இன்னைக்கு morning-la phone battery low-aa இருந்ததால ரொம்ப tension-u! சார்ஜ் பண்ண மறந்துட்டேன்.  அப்புறம் bus-la போகும்போது traffic jam-nu சொன்னாங்க; ரொம்ப late-aa போய்ட்டேன் office-ku. Meeting-la boss கேள்வி கேட்டாரு, எனக்கு கொஞ்சம் confusion-nu இருந்துச்சு. Lunch break-ku சாப்பாடு வாங்க polama-aa? புதுசா ஒரு biryani shop தொடுத்திருக்காங்கன்னு heard பண்ணேன். Best-u!"
1542,"டேய், இந்த app update-u செம confusion-nu இருக்கு! என்ன changes பண்ணிருக்காங்கன்னு புரியல.  Settings-la எங்கே settings மாத்தணும்னு தேடிக்கிட்டே இருக்கேன் actually. ரொம்ப frustrated-u, यार! சரி, later YouTube-la tutorial பார்த்தா புரியலாம்னு நினைக்கிறேன். இப்போ coffee break-ku போகணும், இல்லன்னா sleepy-aa இருக்கும்."
1543,"அடப்பாவி! இந்த phone-u சார்ஜ் ஆகவே மாட்டேங்குது, என்னடா இது confusion-nu இருக்கு.  Appadi-na movie ticket book பண்ணனும், Leo-vo பார்க்கணும்னு ஆசை.  Online-la book pannala? இல்ல direct-a theatre-ku polama-aa? சரி, first phone சார்ஜ் பண்ணிட்டு பேசலாம். Best-u!"
1544,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப disappointing-aa இருக்கு! சார்ஜ் பண்ணா hardly 4 hours-u நடக்குது. முன்னாடி இருந்த phone super-aa இருந்துச்சு, ஒரு நாள் முழுக்க வரும்.  சரி, வேற option எதுவும் இருக்கான்னு online-la check பண்ணலாம்னு நினைக்கிறேன். இல்லனா service center-ku போக வேண்டி இருக்கு. ரொம்ப frustration-nu இருக்கு!"
1545,"அடப்பாவி! இந்த new phone-u வாங்குனதுக்கு அப்பறம், battery life ரொம்ப worst-aa இருக்கு. சார்ஜ் பண்ணி கொஞ்ச நேரத்துக்குள்ளேயே down ஆயிடுது. உண்மையாவே frustration-nu இருக்கு!  சரி, நான் கொஞ்சம் settings check பண்ணி பாக்குறேன். ஒருவேளை app update பண்ணனும்னு தோணுது, அல்லது power saving mode-la போடனும். ஏதாவது solution இருக்கணும், otherwise phone-u தூக்கி எறிய வேண்டியதுதான்! என்ன பண்றதுன்னு கொஞ்சம் confused-aa இருக்கு."
1546,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life சுத்தமா இல்ல. சார்ஜ் பண்ணி கொஞ்ச நேரத்துக்குள்ளே down ஆயிடுது-nu தோணுது. ரொம்ப frustrating-aa இருக்கு!  சரி, weekend-la ஊருக்குப் போகலாம்னு இருக்கேன். Train ticket book பண்ணவா? இல்ல bus-la போலாமா? அம்மா சாப்பாடு ரொம்ப miss-u pannaேன்."
1547,"என்னடா இது! My new phone-u சார்ஜ் ஆகவே மாட்டேங்குது. ரொம்ப frustration-aa இருக்கு. நேத்து வாங்கினேன், ஆனா already problem-nu feel பண்ணுறேன். சார்ஜ்jer-ஐ செக் பண்ணனும், இல்ல battery-la issue இருக்குமா? சரி, முதல்ல YouTube- la ஏதாவது tutorial பார்க்கலாமா-aa. இல்ல service center-ku போறதுதான் correct-u?"
1548,"டேய், இந்த new phone-u வாங்குனதுக்கு அப்புறம் battery life ரொம்ப கஷ்டமா இருக்கு. சார்ஜ் பண்ணி கொஞ்ச நேரத்துக்குள்ளே down-aa போயிடுது! உண்மையாவே frustration-nu இருக்கு. அதனால, tomorrow service center-ku போகணும்னு நினைக்கிறேன். சரி பண்ண முடியுமான்னு பார்க்கணும். நான் ரொம்ப depend-u ஆகிட்டேன் இந்த போன்ல, முக்கிய calls miss பண்ணிட கூடாது."
1549,"அடேய்! இந்த new phone-u வாங்குனதுக்கு அப்பறம், battery life ரொம்ப worst-aa இருக்கு. சார்ஜ் பண்ணா சரியா hold ஆகல. நான் நெனச்சேன், camera quality best-u இருக்கும்னு... ஆனா, அதுவும் average தான். சரி, விடு! Weekend-la ஊருக்குப் போறதுக்கு ticket book பண்ணனும். Mama-வுக்கு sweets கொஞ்சம் வாங்கணும். எல்லாமே confusion-nu இருக்கு. Bus-la போலாமா, train-la polama-aa?"
1550,"அடப்பாவி! இந்த app-u update பண்ணினதுக்கு அப்புறம், எல்லாமே confuse-nu இருக்கு. User interface ரொம்ப complicated-aa ஆயிடுச்சு! முன்னாடி simple-ஆ இருந்துச்சு, இப்போ எங்க தேடணும்னு தெரியல. பழைய version-ku போக முடியுமா-nu பாக்குறேன். இல்லனா வேற app search பண்ணனும். சரியான frustration-u!” (Adapaavi! Indha app-u update panninathuku appuram, ellame confuse-nu irukku. User interface romba complicated-aa aayiduchu! Munnadi simple-a irunthuchu, ippo enga thedanumnu theriyala. Pazhaya version-ku poga mudiyumaa-nu paakkuren. Illana vera app search pannanum. Sariyaana frustration-u!)"
1551,"Ada, en phone battery life-u completely down ayidichu! சார்ஜ் போடாம வெளியே வந்ததே தப்பு.  இந்த traffic-la signal-la stop ayiducha, totally shut down ஆயிருச்சு. வேற வழி இல்லாம taxi-ku book பண்ண வேண்டியதாச்சு. ரொம்ப confusion-nu இருக்கு இந்த phone-a வெச்சு! புது phone வாங்கலாம்னு இருக்கேன், Samsung-aa Apple-aa?"
1552,"அட, phone-u சார்ஜ் ஏறவே மாட்டேங்குது! ரொம்ப frustration-aa இருக்கு. காலையில இருந்து important calls மிஸ் பண்ணிட்டேன். சரி, சார்ஜர் மாத்திப் பார்க்கிறேன்-u. இல்லன்னா புது phone வாங்க வேண்டியதுதான்-nu நெனக்கிறேன். இந்த problem-ku solution காணலன்னா, வேலை செய்யவே முடியாது-aa? கொஞ்சம் help பண்ணுங்க ப்ளீஸ்."
1553,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப disappointing-aa இருக்கு. சார்ஜ் போட்ட உடனே down ஆயிடுது! என்ன பண்றதுன்னு confusion-nu தான் இருக்கு. கொஞ்சம் technical support team-ku கால் பண்ணிப் பார்க்கிறேன். ஒருவேளை software update வந்திருக்கான்னு check பண்ணனும். அதுவரைக்கும் பழைய phone-a use பண்றது தான் best-u, இல்லன்னா ரொம்ப கஷ்டம்-aa இருக்கும். வேற வழி இல்ல."
1554,"அடேங்கப்பா! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப disappointing-aa இருக்கு. சார்ஜ் சரியா hold பண்ணவே மாட்டேங்குது!  சொல்லப்போனா, morning office-ku போகும் போது full charge இருக்கும், lunch break-la பாத்தா almost empty-nu காட்டும். ரொம்ப frustration-aa இருக்கு. வேற phone மாத்தலாமான்னு யோசிக்கிறேன், என்ன பண்றதுன்னே தெரியல."
1555,"அடேங்கப்பா! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப worst-aa இருக்கு. சார்ஜ் பண்ணியே கொஞ்ச நேரத்துக்குள்ள down ஆயிடுது! என்ன பண்றதுன்னே தெரியல-u. கொஞ்சம் confusion-nu இருக்கு. நண்பன் சொன்னான் software update பண்ணனும்னு, try பண்ணவா-aa? இல்ல வேற ஏதும் problem-a இருக்குமா-nu doubt-u வருது. சரி, முதல்ல சார்ஜ் ஏத்திட்டு பாப்போம், correct-aa?"
1556,"அடேங்கப்பா! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப down-aa இருக்கு. சார்ஜ் ஏறி இறங்குறத பாத்தா கடுப்பு வருது.  கடைக்கு போகணும், மாத்த முடியுமான்னு பார்க்கணும்-nu நெனக்கிறேன். இல்லனா பழைய போன்-u திரும்ப யூஸ் பண்ணிடலாம், என்ன பண்றதுன்னே தெரியல-aa? ரொம்ப confusion-nu இருக்கு."
1557,"அடேங்கப்பா, இந்த new phone-u வாங்கினதுக்கு அப்பறம் battery life ரொம்ப disappoint-aa இருக்கு தெரியுமா? சார்ஜ் போட்ட உடனே குறையுது. சரி, பரவாயில்லை. Weekend-la ஊட்டிக்கு trip plan பண்ணலாம்னு இருக்கேன், ரொம்ப excited-u. Tickets book செஞ்சிட்டேன். Hotel booking பத்தி கொஞ்சம் confusion-nu இருக்கு, ஏதாவது நல்ல suggestions இருந்தா சொல்லுங்க."
1558,"அடேங்கப்பா, இந்த app-u update பண்ணி ரொம்ப problem-aa இருக்கு! சரியா வேலை செய்ய மாட்டேங்குது. ஏற்கனவே முக்கியமான meeting-க்காக presentation ready பண்ணியிருக்கேன், இது வேற தொல்லை கொடுக்குது-nu. சரி, ஒரு chance குடுங்க பாக்கலாம். இல்லனா IT team-u contact பண்ணனும்-ku. கண்டிப்பா fix பண்ணுவாங்க-u. வேற வழி இல்ல."
1559,"அடப்பாவி! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ஒரு disaster-aa இருக்கு. சார்ஜ் பண்ணா பண்ணாதான் discharge ஆகுது. எனக்கு ரொம்ப frustration-nu இருக்கு. சரி, வேற option என்ன இருக்குன்னு யோசிப்போம். ஒரு power bank வாங்கலாமா? இல்ல, service center-ku போகணுமா? யோசிச்சுப் பாக்குறேன்-u."
1560,"அடேங்கப்பா! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life சுத்தமா இல்ல. சார்ஜ் பண்ணி ஒரு மணி நேரத்துக்குள்ளே down ஆயிடுது nu தோணுது. என்ன பண்றதுன்னே தெரியல-aa? அப்பாகிட்ட help கேக்கட்டுமா, or service center-ku போலாமா? கொஞ்சம் confusion-nu இருக்கு. முக்கியமான call வந்தா என்ன பண்றது? Really frustrating-u! சரி, முதல்ல சார்ஜ் போட்டு பார்க்கலாம்."
1561,"அடேங்கப்பா, இந்த app-u update பண்ணி ரொம்ப headache-aa இருக்கு! சரியா வேலை செய்ய மாட்டேங்குது. Yesterday-ல இருந்து try பண்ணிட்டே இருக்கேன், but ምንም use இல்ல. கொஞ்சம் பொறுமை தேவை, கொஞ்சம் technical support-u கூப்பிடலாம்னு இருக்கேன். சரி, first lunch-ku போகலாமா? அப்புறம் பாக்கலாம்.” (Adeṅgapā, inda app-u update paṇṇi romba headache-aa irukku! Sariya vēlai seiya māṭēṅgudu. Yesterday-la irundhu try paṇṇiṭṭē irukkēn, but pinnum use illa. Konjam poruimai tēvai, konjam technical support-u kūppiḍalāmnu irukkēn. Sari, first lunch-ku pōgalāmā? Appuram pākkalām.)"
1562,"ஹாய், இந்த app-u update செஞ்சதுக்கு அப்புறம் everything is so slow-aa இருக்கு. ரொம்ப frustration-nu இருக்கு! Data usage-ku வேற extra charge பண்றாங்க, என்ன பண்ணலாம்? Customer care-aa contact பண்ணட்டுமா, இல்ல வேற app try பண்ணலாமா? Suggestion ஏதாவது இருந்தா சொல்லு ப்ளீஸ். I'm really confused-u."
1563,"அடப்பாவி! இந்த phone-u சார்ஜ் ஆகவே மாட்டேங்குது. Battery ரொம்ப low-nu காட்டுது. முக்கியமான call வந்தா என்ன பண்றது? சரி, சார்ஜர் எங்க வச்சேன்னு ஞாபகம் வரல. வீட்ல இருக்கணும், இல்ல office-la வச்சிருக்கேனா? கொஞ்சம் confusion-aa இருக்கு. அப்புறம் இன்னைக்கு evening cinema-ku போகலாம்னு இருக்கேன், ticket book செஞ்சேனான்னு check பண்ணனும்."
1564,"டேய், இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப கஷ்டமா இருக்கு. சார்ஜ் பண்ணிட்டா, just few hours-la down ஆயிடுது. என்ன பண்றதுன்னு தான் confusion-nu இருக்கு. Yesterday evening movie paathu, super-u! ஆனா phone battery mudivu-nu காட்டுச்சு cinema hall-la. அதனால friends-ku call பண்ண முடியல, ரொம்ப irritated-aa இருந்துச்சு. சரி, lunch break-u வேற முடிஞ்சிருச்சு. Back to work-ku!"
1565,"சரி, இந்த weekend என்ன plan-u? எனக்கு கொஞ்சம் bored-aa இருக்கு. Madurai-ku drive பண்ணிப் போகலாம்-nu நெனக்கிறேன். அங்க மீனாட்சி அம்மன் temple-la ரொம்ப peace-aa இருக்கும். இல்லன்னா, ஏதாவது new movie பார்க்கலாமா? Netflix-la வந்திருக்குன்னு கேள்விப்பட்டேன். After movie, ice cream சாப்பிடலாம்-u. What do you say-aa?"
1566,"டேய், இந்த app update-nu வந்த பிறகு ரொம்ப confusion-aa இருக்கு. சரியா வேலை செய்யல!  Yesterday நான் புது phone வாங்கலாம்னு shop-ku போனேன். Samsung-la நல்ல offer-u இருந்துச்சு, ஆனா கொஞ்சம் expensive-aa இருந்துச்சு.  சரி, weekend-la beach-க்கு drive பண்ண polama-aa? Fresh air-u கொஞ்சம் தேவை. Weather forecast நல்லா இருக்குற மாதிரி தெரியுது, correct-nu?"
1567,"எங்க app-la update பண்ணினதுக்கு அப்பறம், ரொம்ப slow-ஆ இருக்கு. Seriously frustrating-aa இருக்கு! Data usage ரொம்ப increase-nu காட்டுது, but background app refresh எல்லாம் off-la தான் வச்சிருக்கேன். ஏதோ problem இருக்குன்னு நெனக்கிறேன். Tech support-ku call பண்ணட்டுமா-aa, இல்ல restart பண்ணிப் பார்க்கவா? Best-u restart பண்ணிப் பார்ப்போம். Wait பண்ணுங்க...ஆமாம், கொஞ்சம் fast-ஆ இருக்குது போல் தெரியுது."
1568,"டேய், இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப confused-aa இருக்கு. சார்ஜ் பண்ணா சரியா hold பண்ண மாட்டேங்குது. Yesterday ஒரு movie பார்க்க போனோம், half way-la switch off ஆயிடுச்சு! என்ன பண்ணலாம்னு யோசிச்சுட்டே இருக்கேன். வேற model-ku change பண்ணலாமான்னு தெரியல எனக்கு… ரொம்ப tension-nu இருக்கு, என்ன சொல்லுற?"
1569,"அடேங்கப்பா! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப down-aa இருக்கு. சார்ஜ் போட்ட உடனேயே குறையுது! என்ன பண்ணலாம்னு கொஞ்சம் confusion-nu இருக்கு. App settings எல்லாம் check பண்ணிட்டேன், எதுவும் change ஆகல. சரி, lunch break-u வந்தா கடைசியில ஒருసారి service center-ku போய்ப் பார்க்கலாம். இல்லனா வேற phone வாங்க வேண்டியது தான் போல இருக்கு, ரொம்ப irritate-aa இருக்கு!"
1570,அடப்பாவி! இந்த app update-nu வந்ததிலிருந்தே problem-u தாங்க முடியல. சரியா வேலை செய்ய மாட்டேங்குது! எனக்கு ரொம்ப stress-aa இருக்கு. வேற option ஏதும் இருக்கா-nu பாக்கணும். இல்லன்னா பழைய version-ku return பண்ணிடலாம்னு தோணுது. ஆனா data loss ஆகாம இருக்கணும். Help-u யாராவது பண்ணுங்க!” (Adapaavi! Indha app update-nu vandhatilirundhe problem-u thaanga mudiyala. Sariyaa velai seiya maattenguthu! Enakku romba stress-aa irukku. Vera option edhum irukkaa-nu paakkanum. Illana palaaya version-ku return pannidanumnu thonuthu. Aanaa data loss aagama irukkanum. Help-u yaaraavathu pannunga!)
1571,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life சுத்தமா இல்ல. சார்ஜ் போட்ட உடனேயே down ஆயிடுது! ரொம்ப tension-aa இருக்கு. சரி, weekend-la ஊருக்குப் போகலாம்னு plan பண்ணிருக்கேன். Mama வீட்டுக்கு போனா கொஞ்சம் relax-u. Train ticket book செஞ்சிட்டேன், but bus-la vera comfortable-aa இருக்குமேன்னு யோசிக்கிறேன். என்ன பண்ணலாம்-nu கொஞ்சம் confusion-na irukku."
1572,"அடப்பாவி! இந்த new phone-u வாங்குனதுக்கு அப்பறம், battery life ரொம்ப disappointment-aa இருக்கு. சார்ஜ் போட்ட கொஞ்ச நேரத்துலயே down ஆயிடுது! சரி, நான் customer care-u contact பண்ணுவான்னு நினைக்கிறேன். அவங்க ஏதாவது solution குடுப்பாங்களா nu பாக்கலாம். இல்லன்னா, பழைய phone-a use பண்ண வேண்டியதுதான்… ரொம்ப confusion-nu இருக்கு."
1573,"அடப்பாவி! இந்த new phone-u வாங்குனது தப்பு panninen-nu தோணுது. Camera quality ரொம்ப average-aa இருக்கு. Battery life-um சரியில்லை! பழைய phone-la better இருந்த மாதிரிதான் feeling-u. சரி, விடுங்க. Weekend-ku ஊருக்குப் போகலாம்-nu decide பண்ணிருக்கேன். Mom-கு favourite sweets செஞ்சு தரணும். Bus ticket book பண்ணனும், remember பண்ணுங்க. Everything online-la easy-aa irukku, correct-aa?"
1574,"அடேங்கப்பா! இந்த new phone-u வாங்கினதுக்கு அப்பறம் battery life ரொம்ப down-aa இருக்கு. சார்ஜ் போட்ட உடனே காலி ஆயிடுது! என்ன பண்ணலாம்னு கொஞ்சம் confusion-nu இருக்கு. Customer care-ku போன் பண்ணவா, இல்ல வேற சார்ஜர் வாங்கலாமா? சரி, முதல்ல lunch-ku போகலாம். அப்புறம் யோசிக்கலாம்-u."
1575,"அடேங்கப்பா, இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப கம்மியா இருக்கு. சார்ஜ் சீக்கிரம் drain-u ஆகுது. என்ன பண்ணலாம்னு கொஞ்சம் confusion-nu இருக்கு. Service center-ku போகலாமா, இல்ல வேற power bank வாங்கலாமா? Unaku என்ன advice குடுக்கிறீங்க-u?"
1576,"அடேங்கப்பா! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life-a ரொம்ப கஷ்டமா இருக்கு. சார்ஜ் பண்ணா hardly 4 hours-u தாங்குது. என்ன பண்ணலாம்னு கொஞ்சம் confusion-nu இருக்கு. வேற phone பார்க்கலாமா-aa? இல்ல power bank வாங்கலாமா-nu யோசிக்கிறேன். சரி, lunch break-u எடுத்துட்டு கொஞ்சம் யோசிச்சு முடிவு பண்ணுறேன்-u."
1577,"என்னடா இது! இந்த new phone-u சார்ஜ் ஆகவே ரொம்ப time எடுத்துக்குது. Battery life-a совсем disappointed-aa இருக்கு.  நேத்து ஒரு movie பார்த்தேன், ‘Ponniyin Selvan 2’. Superb-u! Action scenes எல்லாம் fire-aa இருந்துச்சு. ஆனா, climax கொஞ்சம் slow-nu தோணுது. சரி, Lunch break-ku சாப்பாடு order பண்ணனும். என்ன சாப்பிடலாம் ஏதோ confusion-nu இருக்கு."
1578,"டேய், இந்த new phone-உ camera quality கொஞ்சம் disappointing-aa இருக்கு. போட்டோ எடுக்கும்போது focus சரியா இல்ல. சரி பண்ண ஏதாவது settings இருக்கான்னு பாக்குறேன்-u. My friend சொன்னது, software update பண்ணனும்னு. அது பண்ணா correct-aa வருமான்னு தெரியல. கொஞ்சம் confusion-nu இருக்கு. சரி, try பண்ணிப் பார்க்கலாம். இல்லனா service center-ku போக வேண்டி இருக்கும்-u."
1579,"Weekend-ku எங்க போகலாம்னு யோசிச்சுட்டு இருக்கேன். Ooty-aa, இல்ல Kodaikanal-aa? கொஞ்சம் confusion-nu இருக்கு. Appa சாப்பாட்டுக்கு best-u, but traffic problem அதிகமா இருக்கும்னு நினைக்கிறேன். சரி, மாமா கிட்ட advice கேக்கலாம். He knows எல்லா places-um. அப்புறம் movie பாக்கலாம், புது release வந்திருக்குல்ல?"
1580,"அடேங்கப்பா! இந்த new phone-u வாங்குனதுக்கு அப்பறம் battery life ரொம்ப down-aa இருக்கு. சார்ஜ் போட்ட உடனே காலி ஆயிடுது! என்ன பண்ணலாம்? Samsung service center-ku போகலாமா-nu யோசிக்கிறேன். இல்ல, வேற brand வாங்கலாமா? கொஞ்சம் confusion-nu இருக்கு. சரி, முதல்ல சார்ஜ் ஏறிందాன்னு பார்ப்போம். After that decide பண்ணலாம்-u."
1581,"அடப்பாவி! இந்த phone-u சார்ஜ் ஆகவே மாட்டேங்குது. Battery ரொம்ப weak-aa இருக்கு.  சரி, வேற option இல்லாம புது phone வாங்க வேண்டியதுதான் போல. Samsung-a Redmi-aa – confusion-nu இருக்கு எனக்கு.  நண்பன் சொன்னான் online-la offer இருக்கிறதாம். Check பண்ணிப் பார்க்கணும். அப்புறம் case-u வாங்கணும், screen protector-um அவசியம்-u."
